ID,Date,Primary offering,For_Sale
ID81119067,5/27/2014,2154000,0
ID37880926,5/27/2014,312000,0
ID69969580,5/27/2014,1052450,0
ID47600898,5/27/2014,357500,0
ID90921511,5/27/2014,413940,0
ID83965708,5/27/2014,503250,0
ID28328245,5/27/2014,427900,0
ID40199486,5/27/2014,566500,0
ID38354219,5/27/2014,1024800,1
ID53457276,5/27/2014,456500,1
ID93176608,5/27/2014,2317000,1
ID91950794,5/27/2014,749000,0
ID36291071,5/27/2014,648000,0
ID44151393,5/27/2014,577500,1
ID90736578,5/27/2014,798000,0
ID91961512,5/27/2014,797930,0
ID25504740,5/27/2014,368160,0
ID55350005,5/27/2014,1210000,1
ID20415236,5/27/2014,1162000,1
ID13746371,5/27/2014,544500,1
ID65588016,5/27/2014,350460,1
ID27579519,5/27/2014,498000,0
ID13374171,5/27/2014,325415.2,1
ID16855620,5/27/2014,495000,0
ID41550542,5/27/2014,1795300,1
ID17254565,5/27/2014,1114100,1
ID10849658,5/27/2014,649935,1
ID54575474,5/27/2014,604500,0
ID24879093,5/27/2014,361900,0
ID46698956,5/27/2014,665000,1
ID69356622,5/27/2014,357000,1
ID86809496,5/27/2014,609000,0
ID11804626,5/27/2014,753500,0
ID80218688,5/27/2014,786500,1
ID84645508,5/27/2014,936000,1
ID79563341,5/27/2014,483000,0
ID29536913,5/27/2014,390500,1
ID83767620,5/27/2014,366600,1
ID80080164,5/27/2014,268400,1
ID16332260,5/27/2014,1064250,0
ID13307633,5/27/2014,450000,1
ID29154575,5/27/2014,1920000,1
ID27966025,5/27/2014,685750,0
ID12130161,5/27/2014,1093400,0
ID73205373,5/27/2014,406900,1
ID93711398,5/27/2014,821800,0
ID14281846,5/27/2014,425600,0
ID27901029,5/27/2014,945000,1
ID29991095,5/27/2014,366000,0
ID22874643,5/27/2014,336000,0
ID38254456,5/27/2014,1344000,1
ID61617945,5/27/2014,550000,0
ID53350166,5/27/2014,302445,0
ID56229302,5/27/2014,546720,1
ID68264883,5/27/2014,1261000,1
ID92501884,5/27/2014,406770,0
ID94367158,5/27/2014,642000,0
ID17221167,5/27/2014,555100,0
ID24685544,5/27/2014,526500,1
ID56481942,5/27/2014,624000,0
ID46402183,5/27/2014,797500,0
ID92965152,5/27/2014,351600,1
ID88421964,5/27/2014,321600,0
ID44270579,5/27/2014,570000,0
ID75002617,5/27/2014,536800,0
ID23360072,5/27/2014,988000,0
ID91168881,5/27/2014,2394000,0
ID98241944,5/27/2014,905940,1
ID58001629,5/27/2014,290290,1
ID58066085,5/27/2014,506000,0
ID19689367,5/27/2014,519935,1
ID50678273,5/27/2014,481000,0
ID11535058,5/27/2014,1493700,0
ID35809247,5/27/2014,495880,0
ID71786962,5/27/2014,752400,0
ID93888808,5/27/2014,594000,0
ID26350654,5/28/2014,403000,1
ID12948240,5/28/2014,605000,0
ID26064646,5/28/2014,279500,0
ID42207659,5/28/2014,878900,1
ID31488935,5/28/2014,693000,0
ID17271669,5/28/2014,373800,0
ID61050739,5/28/2014,990000,1
ID66941473,5/28/2014,401500,1
ID69182315,5/28/2014,653400,0
ID48589887,5/28/2014,658900,1
ID31820762,5/28/2014,978000,0
ID57964710,5/28/2014,279400,1
ID75649381,5/28/2014,962000,0
ID79843627,5/28/2014,315000,0
ID33855498,5/28/2014,1202500,1
ID19849810,5/28/2014,1670500,0
ID87353690,5/28/2014,590700,0
ID11172344,5/28/2014,402000,0
ID74549406,5/28/2014,1008000,0
ID66171452,5/28/2014,291200,0
ID41251566,5/28/2014,513500,0
ID34668408,5/28/2014,585000,0
ID92519852,5/28/2014,749100,0
ID32938611,5/28/2014,1257200,1
ID20570948,5/28/2014,518000,1
ID69388995,5/28/2014,514800,0
ID93666381,5/28/2014,180000,0
ID90985002,5/28/2014,610500,0
ID74743431,5/28/2014,423800,1
ID24605709,5/28/2014,315000,0
ID20790705,5/28/2014,318630,0
ID47588025,5/28/2014,864500,1
ID93254190,5/28/2014,588500,0
ID24242689,5/28/2014,427000,1
ID50511811,5/28/2014,1198800,1
ID59588225,5/28/2014,236500,0
ID48379594,5/28/2014,519000,0
ID16987122,5/28/2014,786000,1
ID87196937,5/28/2014,346060,1
ID63845759,5/28/2014,293538,1
ID51049865,5/28/2014,552000,1
ID54651870,5/28/2014,407000,1
ID38678043,5/28/2014,558000,1
ID65997311,5/28/2014,1645000,0
ID67404233,5/28/2014,207900,0
ID96027982,5/28/2014,1148000,1
ID22634676,5/28/2014,1161600,1
ID65166349,5/28/2014,1540000,1
ID10998593,5/28/2014,614250,1
ID34685739,5/28/2014,1694000,1
ID65697985,5/28/2014,780000,0
ID60531571,5/28/2014,647900,0
ID97080793,5/28/2014,767000,1
ID96965908,5/28/2014,671860,0
ID49566952,5/28/2014,231000,0
ID85472828,5/28/2014,968500,0
ID80866191,5/28/2014,924550,0
ID70748740,5/28/2014,588000,0
ID19726760,5/28/2014,734500,0
ID66390796,5/28/2014,924000,0
ID61326289,5/28/2014,954402.4,1
ID26496328,5/28/2014,840000,0
ID32720526,5/28/2014,456000,0
ID46236085,5/28/2014,185350,1
ID65645720,5/28/2014,497000,1
ID69534717,5/28/2014,332400,0
ID87349443,5/28/2014,306800,1
ID67285453,5/28/2014,324000,0
ID77208048,5/28/2014,980000,1
ID36575334,5/28/2014,467500,1
ID43662748,5/28/2014,825500,0
ID93767241,5/28/2014,561275,1
ID61738360,5/28/2014,1248000,0
ID40071022,5/28/2014,355600,0
ID21147711,5/28/2014,388700,1
ID82565069,5/28/2014,245000,1
ID62060681,5/28/2014,189000,0
ID91160138,5/28/2014,812000,1
ID74141208,5/28/2014,174636,1
ID29418353,5/28/2014,2561000,0
ID61820939,5/28/2014,313500,0
ID65672916,5/28/2014,314600,0
ID88158226,5/28/2014,1092000,0
ID68790073,5/28/2014,569760,1
ID42481109,5/28/2014,637000,1
ID27957474,5/28/2014,558000,0
ID75569037,5/28/2014,618000,0
ID47886747,5/28/2014,602000,1
ID45907921,5/28/2014,354760,0
ID74128548,5/28/2014,461500,1
ID72855539,5/28/2014,814000,1
ID29192462,5/28/2014,205645,0
ID86959458,5/28/2014,428400,1
ID19750249,5/28/2014,561000,0
ID84538639,5/28/2014,379500,1
ID71318314,5/28/2014,1137500,0
ID76615644,5/28/2014,840000,0
ID96934842,5/28/2014,1820000,1
ID20792356,5/28/2014,699930,0
ID14970540,5/28/2014,1034600,0
ID66403626,5/28/2014,508200,1
ID22372741,5/28/2014,860200,0
ID36746674,5/28/2014,455000,0
ID29405054,5/29/2014,679000,0
ID29136679,5/29/2014,587600,0
ID20904608,5/29/2014,344435,0
ID41529958,5/29/2014,519200,0
ID84863110,5/29/2014,374500,1
ID99315344,5/29/2014,621500,1
ID58904688,5/29/2014,588500,1
ID64213131,5/29/2014,466800,1
ID38172206,5/29/2014,560000,1
ID48932041,5/29/2014,290400,0
ID17965161,5/29/2014,966000,1
ID21991598,5/29/2014,453200,0
ID41948360,5/29/2014,834000,1
ID40875528,5/29/2014,345100,1
ID62154539,5/29/2014,299000,0
ID23177247,5/29/2014,392600,0
ID82650263,5/29/2014,1066000,1
ID62649137,5/29/2014,174000,0
ID71468804,5/29/2014,567450,1
ID33871678,5/29/2014,2944200,0
ID49112838,5/29/2014,739200,0
ID87696764,5/29/2014,952000,0
ID90002225,5/29/2014,900600,1
ID82553148,5/29/2014,770000,0
ID91127182,5/29/2014,346450,0
ID20273236,5/29/2014,866600,0
ID99835451,5/29/2014,486000,0
ID81233536,5/29/2014,420000,1
ID97135736,5/29/2014,323400,1
ID92500698,5/29/2014,1106000,1
ID40671724,5/29/2014,480000,1
ID85327978,5/29/2014,1235000,0
ID51176119,5/29/2014,630000,0
ID49020250,5/29/2014,773500,1
ID40847719,5/29/2014,431600,0
ID16928631,5/29/2014,217000,1
ID11833879,5/29/2014,560000,1
ID65478181,5/29/2014,488600,1
ID87503751,5/29/2014,687700,1
ID97785356,5/29/2014,526500,1
ID20153975,5/29/2014,825760,0
ID81978674,5/29/2014,756000,0
ID92418790,5/29/2014,522600,0
ID28969963,5/29/2014,4030000,0
ID89212678,5/29/2014,395918.4,0
ID41589962,5/29/2014,360000,1
ID15298886,5/29/2014,735000,0
ID83936950,5/29/2014,3300000,1
ID85366085,5/29/2014,843500,0
ID77008490,5/29/2014,560000,1
ID68153387,5/29/2014,534000,0
ID50492523,5/29/2014,630000,1
ID40068378,5/29/2014,434500,0
ID35565735,5/29/2014,561000,1
ID72801450,5/29/2014,1012200,0
ID85045009,5/29/2014,553300,0
ID81592367,5/29/2014,807000,0
ID73904835,5/29/2014,1032000,1
ID88522125,5/29/2014,617890,1
ID69433588,5/29/2014,383500,0
ID67986923,5/29/2014,1710000,0
ID18859390,5/29/2014,275000,0
ID38394432,5/29/2014,789600,1
ID56618630,5/29/2014,116200,1
ID66170212,5/29/2014,890500,1
ID80334242,5/29/2014,294000,0
ID80969597,5/29/2014,846144,1
ID96565688,5/29/2014,455000,0
ID97184727,5/29/2014,366000,0
ID55318212,5/29/2014,709500,0
ID58575799,5/30/2014,539000,1
ID67766618,5/30/2014,946000,1
ID54329474,5/30/2014,553000,1
ID69551293,5/30/2014,286000,0
ID84776481,5/30/2014,235728,1
ID13015039,5/30/2014,467500,0
ID29136683,5/30/2014,3120000,0
ID34823921,5/30/2014,516600,0
ID91286487,5/30/2014,1939000,1
ID60289710,5/30/2014,489860,0
ID59974829,5/30/2014,910000,0
ID35403478,5/30/2014,389935,0
ID48995989,5/30/2014,812500,1
ID80898259,5/30/2014,228000,0
ID59436716,5/30/2014,1001000,0
ID86663304,5/30/2014,790800,1
ID28660376,5/30/2014,686000,1
ID97394974,5/30/2014,456500,1
ID69610843,5/30/2014,1050000,0
ID72632057,5/30/2014,980000,1
ID84284966,5/30/2014,467500,1
ID43210197,5/30/2014,898800,0
ID18836187,5/30/2014,786000,0
ID76886283,5/30/2014,1638000,1
ID76266608,5/30/2014,595400,1
ID74415262,5/30/2014,396000,0
ID49605049,5/30/2014,461940,0
ID22976776,5/30/2014,784000,0
ID81949969,5/30/2014,1235000,0
ID71595653,5/30/2014,604500,1
ID54905479,5/30/2014,510000,1
ID36409209,5/30/2014,378000,0
ID88414478,5/30/2014,583000,1
ID46416432,5/30/2014,478800,0
ID19484355,5/30/2014,218400,1
ID50092229,5/30/2014,2264040,0
ID66028599,5/30/2014,448800,1
ID93137838,5/30/2014,1036000,0
ID43264044,5/30/2014,336000,1
ID59121234,5/30/2014,450800,1
ID91591314,5/30/2014,505890,1
ID10075218,5/30/2014,975000,1
ID66460082,5/30/2014,1507800,1
ID18783644,5/30/2014,4452000,1
ID56726447,5/30/2014,555100,1
ID79796361,5/30/2014,880000,1
ID89824264,5/30/2014,808500,1
ID31751513,5/30/2014,770400,1
ID20603554,5/30/2014,336000,1
ID69710554,5/30/2014,903700,0
ID18876953,5/30/2014,1176000,0
ID76569989,5/30/2014,570000,0
ID46029934,5/30/2014,624800,1
ID36627575,5/30/2014,422500,1
ID97994411,5/30/2014,990600,1
ID29755116,5/30/2014,549374.1,0
ID44491420,5/30/2014,1194965.2,0
ID49851130,5/30/2014,654000,1
ID48781360,5/31/2014,792000,1
ID88082128,5/31/2014,754443.2,1
ID78815369,5/31/2014,762300,1
ID67420064,5/31/2014,318945,1
ID87286018,5/31/2014,704400,0
ID75975407,5/31/2014,738000,0
ID91787445,6/1/2014,504900,1
ID69222035,6/1/2014,315900,1
ID76304175,6/1/2014,1806000,1
ID95303881,6/1/2014,924000,1
ID95274524,6/1/2014,2233000,1
ID18878131,6/1/2014,300000,0
ID92270991,6/2/2014,409500,0
ID51340729,6/2/2014,525200,0
ID87189190,6/2/2014,615890,1
ID13533272,6/2/2014,399000,1
ID11053484,6/2/2014,600000,1
ID39163788,6/2/2014,418000,1
ID22977074,6/2/2014,656600,0
ID26986046,6/2/2014,526500,0
ID23333771,6/2/2014,615860,1
ID29353210,6/2/2014,577500,1
ID94216451,6/2/2014,812000,1
ID96952960,6/2/2014,1750000,1
ID98212494,6/2/2014,330000,1
ID60485406,6/2/2014,817700,1
ID89390167,6/2/2014,434500,0
ID71685913,6/2/2014,1061500,1
ID73163830,6/2/2014,1148000,1
ID68627492,6/2/2014,793200,0
ID30923293,6/2/2014,867900,0
ID44648049,6/2/2014,935900,0
ID29537968,6/2/2014,490000,1
ID20803926,6/2/2014,300000,0
ID88175466,6/2/2014,871194,1
ID88501932,6/2/2014,1300000,1
ID25433857,6/2/2014,823200,1
ID50237200,6/2/2014,798000,1
ID88235187,6/2/2014,2358265.2,1
ID31275353,6/2/2014,783600,1
ID91954482,6/2/2014,516000,1
ID56056942,6/2/2014,396500,1
ID45083984,6/2/2014,1132600,1
ID48243897,6/2/2014,528180,1
ID74608919,6/2/2014,738000,1
ID79126951,6/2/2014,1345500,0
ID32981593,6/2/2014,546000,1
ID52805706,6/2/2014,825500,1
ID88939812,6/2/2014,877500,0
ID38657171,6/2/2014,379200,1
ID71768987,6/2/2014,1241500,0
ID68422727,6/2/2014,1182000,1
ID28331916,6/2/2014,605150,1
ID11347761,6/2/2014,335500,1
ID10194283,6/2/2014,903000,1
ID11564064,6/2/2014,949000,0
ID72396784,6/2/2014,475800,1
ID75954961,6/2/2014,406000,0
ID98337310,6/2/2014,661500,0
ID12510839,6/2/2014,660000,1
ID86330633,6/2/2014,533000,1
ID21373575,6/2/2014,528000,1
ID81741729,6/2/2014,749000,0
ID26868364,6/2/2014,390000,0
ID15206872,6/2/2014,562250,1
ID55598358,6/2/2014,1044000,1
ID17959404,6/2/2014,541200,1
ID35680187,6/2/2014,219945,1
ID22291732,6/2/2014,527760,0
ID96256845,6/2/2014,448000,0
ID80869860,6/2/2014,824400,0
ID56149946,6/2/2014,483000,1
ID77160889,6/2/2014,357435,0
ID50798581,6/2/2014,297000,1
ID79358379,6/2/2014,410400,1
ID48150778,6/2/2014,425100,0
ID97646952,6/2/2014,732000,0
ID55880867,6/2/2014,546000,1
ID34719508,6/2/2014,648000,0
ID93938358,6/2/2014,575400,1
ID79462053,6/2/2014,598400,1
ID91008714,6/2/2014,1042600,0
ID35498424,6/2/2014,739050,0
ID49782472,6/2/2014,469200,1
ID38716874,6/2/2014,417200,0
ID11066747,6/2/2014,480000,0
ID79390846,6/3/2014,595000,0
ID78593354,6/3/2014,427050,1
ID65496747,6/3/2014,715000,1
ID76023398,6/3/2014,1190000,1
ID79292848,6/3/2014,1209000,1
ID72042872,6/3/2014,636000,1
ID81157525,6/3/2014,693000,0
ID23792801,6/3/2014,550000,1
ID74625137,6/3/2014,455000,1
ID99166896,6/3/2014,438000,0
ID68068314,6/3/2014,565200,1
ID94007374,6/3/2014,312200,0
ID49652107,6/3/2014,603600,1
ID15984140,6/3/2014,299000,0
ID98155158,6/3/2014,770000,1
ID96284178,6/3/2014,1210000,0
ID47674101,6/3/2014,231600,1
ID77277962,6/3/2014,767000,1
ID15789156,6/3/2014,926250,0
ID76460660,6/3/2014,965720,1
ID73692108,6/3/2014,602000,0
ID57361528,6/3/2014,1099280,0
ID51314520,6/3/2014,522390,1
ID18230555,6/3/2014,1284000,1
ID98427233,6/3/2014,609000,0
ID11383019,6/3/2014,1223950,0
ID13826480,6/3/2014,436800,1
ID85628195,6/3/2014,1169000,1
ID73423089,6/3/2014,998550,1
ID62526442,6/3/2014,616000,0
ID75685905,6/3/2014,754175.5,0
ID63889672,6/3/2014,690000,1
ID40367340,6/3/2014,674300,0
ID93324882,6/3/2014,329000,0
ID86696996,6/3/2014,924000,0
ID32361743,6/3/2014,392000,0
ID87739426,6/3/2014,294800,0
ID81226865,6/3/2014,282000,1
ID62876311,6/3/2014,507000,1
ID43334570,6/3/2014,916930,1
ID64424669,6/3/2014,629300,1
ID29542888,6/3/2014,165000,0
ID23305870,6/3/2014,572000,1
ID74941889,6/3/2014,994000,0
ID53030633,6/3/2014,504000,0
ID44947928,6/3/2014,436800,1
ID68690028,6/3/2014,416000,0
ID84602295,6/3/2014,258500,1
ID45299880,6/3/2014,611800,1
ID71827097,6/3/2014,708500,0
ID76925260,6/3/2014,896000,1
ID91867930,6/3/2014,561600,0
ID48233897,6/3/2014,767200,1
ID61925470,6/3/2014,913000,1
ID14243950,6/3/2014,1050000,0
ID66001916,6/3/2014,450945,0
ID82326221,6/3/2014,834000,1
ID74999381,6/3/2014,618310,1
ID55307736,6/3/2014,570000,0
ID64123466,6/3/2014,467500,1
ID52648470,6/3/2014,720000,1
ID22465366,6/3/2014,1078000,0
ID52002924,6/3/2014,262900,0
ID40339662,6/3/2014,354000,0
ID29441197,6/3/2014,616000,0
ID31404216,6/3/2014,735600,1
ID28629900,6/3/2014,1152000,0
ID74925519,6/3/2014,931700,1
ID87332190,6/3/2014,267800,1
ID40701472,6/3/2014,354200,1
ID20680475,6/3/2014,473000,1
ID55318966,6/3/2014,786500,0
ID21338037,6/3/2014,467500,1
ID64591976,6/3/2014,864000,1
ID55461519,6/3/2014,451080,1
ID97464988,6/3/2014,1817200,0
ID13400482,6/3/2014,294000,1
ID41424973,6/3/2014,327600,0
ID35450178,6/3/2014,342000,1
ID46873274,6/3/2014,560000,0
ID65367302,6/3/2014,789800,0
ID47077534,6/3/2014,226850,1
ID39455483,6/3/2014,266880,0
ID33646234,6/3/2014,442750,0
ID83048134,6/3/2014,325000,0
ID63117944,6/3/2014,840000,0
ID52413025,6/3/2014,1209000,0
ID54689386,6/3/2014,299750,0
ID31258906,6/3/2014,509586,1
ID19556997,6/3/2014,805000,1
ID41953907,6/3/2014,480000,0
ID39333644,6/3/2014,470661.4,1
ID31614167,6/3/2014,370800,1
ID80823970,6/3/2014,384000,1
ID48766083,6/4/2014,507000,1
ID41679167,6/4/2014,328900,0
ID43234911,6/4/2014,412500,0
ID91465400,6/4/2014,312650,0
ID48205668,6/4/2014,352000,0
ID24112946,6/4/2014,1397000,0
ID11510099,6/4/2014,856164.4,0
ID64988593,6/4/2014,378000,0
ID52617756,6/4/2014,425750,0
ID61657443,6/4/2014,476000,1
ID41583351,6/4/2014,260000,0
ID55258124,6/4/2014,1127500,0
ID97390721,6/4/2014,330000,0
ID26075125,6/4/2014,1463800,1
ID31331937,6/4/2014,392000,0
ID24902432,6/4/2014,582000,1
ID88894970,6/4/2014,2091100,1
ID11983868,6/4/2014,1124500,0
ID93263451,6/4/2014,638400,0
ID49298910,6/4/2014,437940,0
ID89146484,6/4/2014,255000,0
ID34630716,6/4/2014,175500,1
ID75976190,6/4/2014,611800,0
ID77879773,6/4/2014,429000,1
ID40287582,6/4/2014,988000,0
ID30426618,6/4/2014,167300,0
ID83612527,6/4/2014,2640000,0
ID26737237,6/4/2014,1088750,1
ID41791603,6/4/2014,458500,0
ID16862322,6/4/2014,192500,0
ID46080223,6/4/2014,405930,0
ID67805454,6/4/2014,520000,1
ID74675348,6/4/2014,241945,0
ID98005670,6/4/2014,177870,0
ID53724865,6/4/2014,650000,0
ID40257900,6/4/2014,651000,0
ID69942431,6/4/2014,702000,0
ID25423141,6/4/2014,735000,0
ID27607264,6/4/2014,454930,0
ID79182823,6/4/2014,621500,0
ID62982726,6/4/2014,1064700,1
ID42073536,6/4/2014,1320000,1
ID40572936,6/4/2014,844900,0
ID45085583,6/4/2014,544200,0
ID91717509,6/4/2014,699600,1
ID18489330,6/4/2014,302500,0
ID74896387,6/4/2014,1225000,0
ID65315646,6/4/2014,402000,0
ID33906866,6/4/2014,710600,0
ID76391214,6/4/2014,431750,0
ID99441220,6/4/2014,942000,1
ID15127263,6/4/2014,517000,0
ID18225382,6/4/2014,616000,0
ID34774018,6/4/2014,622800,1
ID62997749,6/4/2014,820600,1
ID71756698,6/4/2014,412100,1
ID44464077,6/4/2014,445200,0
ID57457206,6/4/2014,275000,0
ID40742957,6/4/2014,585200,1
ID19635230,6/4/2014,599940,0
ID30531036,6/4/2014,525000,1
ID39110768,6/4/2014,768000,0
ID97613452,6/4/2014,520000,0
ID38655922,6/4/2014,686400,0
ID27800079,6/4/2014,372000,1
ID68847387,6/4/2014,1186800,1
ID55790159,6/4/2014,959000,1
ID20273563,6/4/2014,1270500,1
ID31796311,6/4/2014,555750,0
ID36614320,6/4/2014,946000,0
ID13464277,6/4/2014,438000,0
ID78140919,6/4/2014,350700,0
ID22209370,6/4/2014,535229.5,0
ID17823568,6/4/2014,456500,1
ID98587174,6/4/2014,180600,1
ID70970851,6/4/2014,684600,0
ID84789546,6/4/2014,221000,1
ID85926411,6/4/2014,502200,0
ID24402650,6/4/2014,339300,1
ID75362607,6/4/2014,2606500,0
ID37809017,6/4/2014,426000,0
ID90968530,6/4/2014,816200,1
ID53218128,6/4/2014,439945,0
ID95441982,6/4/2014,1028300,1
ID67459824,6/4/2014,266000,1
ID44554486,6/4/2014,275400,0
ID21092137,6/4/2014,700700,0
ID94338845,6/4/2014,713700,1
ID99812166,6/4/2014,708500,0
ID68105373,6/4/2014,313500,1
ID38898538,6/4/2014,712800,0
ID59761822,6/4/2014,854000,0
ID41771098,6/4/2014,844195,1
ID71811131,6/4/2014,918000,1
ID74573767,6/4/2014,703800,1
ID32228856,6/4/2014,676000,0
ID39846601,6/4/2014,546000,0
ID16258966,6/5/2014,718300,1
ID47261442,6/5/2014,307945,0
ID29873566,6/5/2014,584935,0
ID63491507,6/5/2014,734500,1
ID57362011,6/5/2014,868000,0
ID46539530,6/5/2014,349700,1
ID48171239,6/5/2014,962500,0
ID69263661,6/5/2014,882000,1
ID47917345,6/5/2014,595000,0
ID18948323,6/5/2014,841750,0
ID76414617,6/5/2014,585000,1
ID73133215,6/5/2014,616000,0
ID35890154,6/5/2014,534000,1
ID99633314,6/5/2014,583000,0
ID75318395,6/5/2014,1225000,0
ID40882827,6/5/2014,959000,0
ID90350824,6/5/2014,1037400,1
ID49075155,6/5/2014,327250,1
ID11742773,6/5/2014,974935,1
ID80738078,6/5/2014,594000,1
ID70884371,6/5/2014,756000,0
ID53599647,6/5/2014,474000,0
ID77200171,6/5/2014,1430000,1
ID98117288,6/5/2014,1397500,1
ID95246684,6/5/2014,256920,0
ID73643901,6/5/2014,273000,0
ID46545533,6/5/2014,549450,0
ID69704436,6/5/2014,764400,0
ID93059636,6/5/2014,350400,1
ID55600506,6/5/2014,346800,0
ID32049553,6/5/2014,312000,1
ID32925797,6/5/2014,553000,1
ID60417198,6/5/2014,1113000,0
ID31469735,6/5/2014,1050500,1
ID55915368,6/5/2014,1015000,1
ID57350369,6/5/2014,469000,1
ID21417241,6/5/2014,541200,0
ID15520549,6/5/2014,300000,1
ID91223204,6/5/2014,770000,0
ID96536144,6/5/2014,708500,0
ID67838862,6/5/2014,721500,0
ID78694339,6/5/2014,768000,0
ID27273719,6/5/2014,429000,0
ID52408701,6/5/2014,513150,1
ID67452532,6/5/2014,409750,0
ID49581053,6/5/2014,2160000,1
ID30349639,6/5/2014,280500,1
ID89385541,6/5/2014,653520,0
ID24780594,6/5/2014,898800,0
ID95455569,6/5/2014,732000,0
ID55026593,6/5/2014,462800,0
ID32149099,6/5/2014,214500,1
ID65518038,6/5/2014,297700,0
ID58082872,6/5/2014,636000,1
ID14337920,6/5/2014,549945,0
ID59223233,6/5/2014,680900,0
ID77278742,6/5/2014,765800,0
ID86783795,6/5/2014,467740,0
ID69334511,6/5/2014,698600,1
ID84322535,6/5/2014,226800,1
ID24849802,6/5/2014,958800,0
ID95598762,6/5/2014,359800,0
ID39879591,6/5/2014,324000,0
ID18820668,6/5/2014,498850,0
ID77716712,6/5/2014,308100,1
ID42295259,6/5/2014,592800,1
ID48879671,6/5/2014,426600,0
ID71623477,6/5/2014,329945,1
ID71264757,6/5/2014,368500,0
ID64435329,6/5/2014,295350,0
ID31576744,6/5/2014,462000,1
ID77234508,6/5/2014,451200,0
ID20767008,6/5/2014,665504.4,1
ID91752724,6/5/2014,1240400,0
ID50013096,6/5/2014,784000,0
ID88865059,6/5/2014,411600,0
ID39036906,6/5/2014,1981000,0
ID74684960,6/5/2014,378000,1
ID70328974,6/5/2014,576247,1
ID61067818,6/5/2014,660000,0
ID54453528,6/5/2014,558000,1
ID16063754,6/5/2014,642400,1
ID37164617,6/5/2014,302500,1
ID35562609,6/5/2014,454300,1
ID75960158,6/5/2014,910000,1
ID46688035,6/6/2014,539280,0
ID75112077,6/6/2014,324000,0
ID64674734,6/6/2014,955500,1
ID45591900,6/6/2014,544950,0
ID75786919,6/6/2014,441000,1
ID61898474,6/6/2014,708500,0
ID69120796,6/6/2014,715000,1
ID47105632,6/6/2014,456500,1
ID34225713,6/6/2014,465000,0
ID81781268,6/6/2014,604800,0
ID60753926,6/6/2014,442200,0
ID51365688,6/6/2014,1138500,1
ID11716267,6/6/2014,412580,0
ID10497364,6/6/2014,892800,0
ID36319720,6/6/2014,786500,1
ID45281217,6/6/2014,550000,1
ID69263644,6/6/2014,1820000,0
ID35031757,6/6/2014,1610000,1
ID55276166,6/6/2014,845000,1
ID11296270,6/6/2014,478500,0
ID24614334,6/6/2014,561000,1
ID52457741,6/6/2014,630000,1
ID53295300,6/6/2014,1104000,1
ID18701222,6/6/2014,240000,1
ID61566876,6/6/2014,609000,1
ID12149483,6/6/2014,971940,1
ID43191310,6/6/2014,1781000,0
ID56364217,6/6/2014,591500,0
ID93664036,6/6/2014,518100,0
ID64779191,6/6/2014,278850,1
ID16709185,6/6/2014,259000,0
ID58873926,6/6/2014,589050,1
ID39006303,6/6/2014,1002000,1
ID19684818,6/6/2014,825300,1
ID33860030,6/6/2014,748000,0
ID64539952,6/6/2014,396000,1
ID45709747,6/6/2014,714000,1
ID19430675,6/6/2014,390000,0
ID81303603,6/6/2014,792000,1
ID34214821,6/6/2014,741000,0
ID46876945,6/6/2014,342000,1
ID56682070,6/6/2014,478500,0
ID77655562,6/6/2014,208000,0
ID84481547,6/6/2014,966000,0
ID19857869,6/6/2014,540000,1
ID13876480,6/6/2014,663000,0
ID21536377,6/6/2014,1568000,1
ID67393392,6/6/2014,1536000,1
ID37048396,6/6/2014,646800,0
ID80597566,6/6/2014,488631.6,0
ID67680832,6/6/2014,448000,0
ID31657433,6/6/2014,1034600,0
ID94507217,6/6/2014,497200,1
ID87044651,6/6/2014,720000,1
ID97491462,6/6/2014,334800,0
ID46921225,6/6/2014,1253000,0
ID10267718,6/6/2014,819000,1
ID74539160,6/6/2014,445500,1
ID13046247,6/6/2014,1088384.7,1
ID53651849,6/6/2014,1163988,1
ID26379519,6/7/2014,539000,1
ID75620774,6/7/2014,672100,0
ID37760323,6/7/2014,646800,1
ID75989248,6/8/2014,702000,0
ID67435133,6/8/2014,364000,1
ID76959967,6/8/2014,612000,0
ID62653458,6/8/2014,794500,0
ID13910847,6/8/2014,489500,0
ID73620361,6/8/2014,958552,1
ID58049851,6/8/2014,3510000,1
ID64489422,6/8/2014,591500,0
ID94061958,6/8/2014,594000,1
ID48172784,6/8/2014,689000,1
ID57439112,6/9/2014,492000,0
ID30930429,6/9/2014,540000,1
ID75686671,6/9/2014,792870,0
ID27540865,6/9/2014,777600,0
ID66129149,6/9/2014,770000,0
ID78289184,6/9/2014,416400,1
ID79236380,6/9/2014,1962000,0
ID77506925,6/9/2014,1606800,0
ID84682355,6/9/2014,346020,1
ID89463105,6/9/2014,1380000,1
ID70438282,6/9/2014,577500,0
ID80070441,6/9/2014,275275,0
ID16574790,6/9/2014,443300,0
ID73199697,6/9/2014,770000,0
ID11873651,6/9/2014,507000,1
ID33983805,6/9/2014,593945,0
ID85375361,6/9/2014,607200,1
ID80969000,6/9/2014,350000,0
ID37445911,6/9/2014,602400,1
ID66490904,6/9/2014,624000,1
ID27444905,6/9/2014,529900,0
ID14408525,6/9/2014,1620000,0
ID62510961,6/9/2014,2660000,0
ID25039589,6/9/2014,847000,0
ID45022443,6/9/2014,338305,0
ID64558019,6/9/2014,365640,0
